0,0.164000004529953,0.16459034223996957
1,0.164000004529953,0.164811328963493
2,0.164000004529953,0.16508326346745625
3,0.16500000655651093,0.16540656453687447
4,0.16500000655651093,0.1657817322175785
5,0.16500000655651093,0.16620934971731183
6,0.16599999368190765,0.16669008563925583
7,0.164000004529953,0.16724713657417004
8,0.16699999570846558,0.16760157816404114
9,0.1679999977350235,0.16759788692378044
10,0.1889999955892563,0.1676452610919961
351,0.16099999845027924,0.16462416661993703
352,0.16099999845027924,0.16537471064879064
353,0.16200000047683716,0.16473511991566142
354,0.16300000250339508,0.16446962806348683
355,0.164000004529953,0.16425494372409002
356,0.164000004529953,0.16421026152011614
357,0.164000004529953,0.16423006873240606
358,0.16599999368190765,0.1642999341126371
