,P0,P0,P0,P0,P1,P1,P1,P1,P2,P2,P2,P2,P3,P3,P3,P3,P4,P4,P4,P4,P5,P5,P5,P5
,x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ'),x₉*,γ*(β'),xˆ₉*,γ*(βˆ')
true,G0,0.86667,G0,0.86667,G3,0.46667,G3,0.46667,G0,1.0,G0,1.0,G2,0.8,G2,0.8,G3,1.0,G3,1.0,G3,1.0,G3,1.0
∅,G3,0.5777783333333333,G3,0.5777783333333333,G3,0.5777783333333333,G3,0.5777783333333333,G3,0.5777783333333333,G3,0.5777783333333333,G3,0.5777783333333333,G3,0.5777783333333333,G3,0.5777783333333333,G3,0.5777783333333333,G3,0.5777783333333333,G3,0.5777783333333333
Q1,G0,0.8028943818101936,G0,0.8045110871803685,G3,0.4731567372857365,G3,0.4730041187577714,G0,0.9009543520372384,G0,0.9053348359489761,G2,0.6747009595741447,G2,0.6816881781192052,G3,0.9527800803127652,G3,0.9530712911829959,G3,0.9563796569009732,G3,0.956743302824083
Q2,G0,0.7368070885763424,G0,0.7376347339144281,G3,0.5157444188093501,G3,0.5135951035308732,G0,0.789483064621363,G0,0.7992585528259181,G2,0.6978452396289729,G2,0.7018548604106342,G3,0.9451963477451026,G3,0.9463654660477755,G3,0.937901568066072,G3,0.9400652153898339
Q3,G0,0.6824481772300226,G0,0.6876799243433948,G3,0.4381630673120261,G3,0.43913595717251697,G0,0.8457202029789792,G0,0.8526107741086535,G2,0.7199644584303263,G2,0.723324248808387,G3,0.9554934198049748,G3,0.9563216379321824,G3,0.9566767769291966,G3,0.9570422210789166
Q4,G0,0.7706015822086669,G0,0.7751350053522185,G3,0.5256564406479122,G3,0.5241041476596653,G0,0.7683742396300755,G0,0.7751822956337773,G2,0.7145368634698693,G2,0.7169432359200864,G3,0.9341248253994426,G3,0.9361372306291766,G3,0.9422545883039027,G3,0.9433916109822906
